bin1kb	chr	gene
chr6_125066000_125067000	chr6	Lpar5_ENSMUST00000088292_125067919_up1kb
chr6_125067000_125068000	chr6	Lpar5_ENSMUST00000088292_125067919_tss
chr6_125068000_125069000	chr6	Lpar5_ENSMUST00000088292_125067919_down1kb
chr6_125070000_125071000	chr6	Lpar5_ENSMUST00000140346_125071276_up1kb;Lpar5_ENSMUST00000171989_125071276_up1kb
chr6_125071000_125072000	chr6	Lpar5_ENSMUST00000140346_125071276_tss;Lpar5_ENSMUST00000171989_125071276_tss
chr6_125072000_125073000	chr6	Lpar5_ENSMUST00000140346_125071276_down1kb;Lpar5_ENSMUST00000171989_125071276_down1kb
chr6_125094000_125095000	chr6	Chd4_ENSMUST00000056889_125095980_up1kb;Chd4_ENSMUST00000112392_125095980_up1kb
chr6_125095000_125096000	chr6	Chd4_ENSMUST00000056889_125095980_tss;Chd4_ENSMUST00000112392_125095980_tss;Chd4_ENSMUST00000112390_125096161_up1kb;Chd4_ENSMUST00000155261_125096568_up1kb;Chd4_ENSMUST00000155932_125096176_up1kb
chr6_125096000_125097000	chr6	Chd4_ENSMUST00000112390_125096161_tss;Chd4_ENSMUST00000155261_125096568_tss;Chd4_ENSMUST00000155932_125096176_tss;mmu-mir-7045_ENSMUST00000183346_125097023_up1kb;Chd4_ENSMUST00000056889_125095980_down1kb;Chd4_ENSMUST00000112392_125095980_down1kb
chr6_125097000_125098000	chr6	mmu-mir-7045_ENSMUST00000183346_125097023_tss;Chd4_ENSMUST00000112390_125096161_down1kb;Chd4_ENSMUST00000155261_125096568_down1kb;Chd4_ENSMUST00000155932_125096176_down1kb
chr6_125098000_125099000	chr6	mmu-mir-7045_ENSMUST00000183346_125097023_down1kb
chr6_125112000_125113000	chr6	Chd4_ENSMUST00000124317_125113568_up1kb;Chd4_ENSMUST00000138968_125113540_up1kb
chr6_125113000_125114000	chr6	Chd4_ENSMUST00000124317_125113568_tss;Chd4_ENSMUST00000138968_125113540_tss
chr6_125114000_125115000	chr6	Chd4_ENSMUST00000124317_125113568_down1kb;Chd4_ENSMUST00000138968_125113540_down1kb
chr6_125118000_125119000	chr6	Chd4_ENSMUST00000132794_125119766_up1kb
chr6_125119000_125120000	chr6	Chd4_ENSMUST00000132794_125119766_tss
chr6_125120000_125121000	chr6	Gm23751_ENSMUST00000157583_125121723_up1kb;Chd4_ENSMUST00000132794_125119766_down1kb
chr6_125121000_125122000	chr6	Gm23751_ENSMUST00000157583_125121723_tss
chr6_125122000_125123000	chr6	Gm23751_ENSMUST00000157583_125121723_down1kb
chr6_125130000_125131000	chr6	Nop2_ENSMUST00000044200_125131882_up1kb
chr6_125131000_125132000	chr6	Nop2_ENSMUST00000044200_125131882_tss
chr6_125132000_125133000	chr6	Nop2_ENSMUST00000044200_125131882_down1kb
chr6_125144000_125145000	chr6	Iffo1_ENSMUST00000051171_125145243_up1kb;Iffo1_ENSMUST00000088276_125145240_up1kb;Iffo1_ENSMUST00000117675_125145250_up1kb;Iffo1_ENSMUST00000119527_125145240_up1kb;Iffo1_ENSMUST00000139071_125145240_up1kb;Iffo1_ENSMUST00000141230_125145265_up1kb;Iffo1_ENSMUST00000144364_125145240_up1kb;Iffo1_ENSMUST00000148835_125145800_up1kb
chr6_125145000_125146000	chr6	Iffo1_ENSMUST00000051171_125145243_tss;Iffo1_ENSMUST00000088276_125145240_tss;Iffo1_ENSMUST00000117675_125145250_tss;Iffo1_ENSMUST00000119527_125145240_tss;Iffo1_ENSMUST00000139071_125145240_tss;Iffo1_ENSMUST00000141230_125145265_tss;Iffo1_ENSMUST00000144364_125145240_tss;Iffo1_ENSMUST00000148835_125145800_tss;Iffo1_ENSMUST00000135559_125146025_up1kb
chr6_125146000_125147000	chr6	Iffo1_ENSMUST00000135559_125146025_tss;Iffo1_ENSMUST00000051171_125145243_down1kb;Iffo1_ENSMUST00000088276_125145240_down1kb;Iffo1_ENSMUST00000117675_125145250_down1kb;Iffo1_ENSMUST00000119527_125145240_down1kb;Iffo1_ENSMUST00000139071_125145240_down1kb;Iffo1_ENSMUST00000141230_125145265_down1kb;Iffo1_ENSMUST00000144364_125145240_down1kb;Iffo1_ENSMUST00000148835_125145800_down1kb
chr6_125147000_125148000	chr6	Iffo1_ENSMUST00000135559_125146025_down1kb
chr6_125148000_125149000	chr6	Iffo1_ENSMUST00000150417_125149006_up1kb;Iffo1_ENSMUST00000153006_125149527_up1kb
chr6_125149000_125150000	chr6	Iffo1_ENSMUST00000150417_125149006_tss;Iffo1_ENSMUST00000153006_125149527_tss
chr6_125150000_125151000	chr6	Iffo1_ENSMUST00000150417_125149006_down1kb;Iffo1_ENSMUST00000153006_125149527_down1kb
chr6_125152000_125153000	chr6	Iffo1_ENSMUST00000150474_125153347_up1kb
chr6_125153000_125154000	chr6	Iffo1_ENSMUST00000150474_125153347_tss
chr6_125154000_125155000	chr6	Iffo1_ENSMUST00000150474_125153347_down1kb
chr6_125161000_125162000	chr6	Gapdh_ENSMUST00000147954_125162526_up1kb
chr6_125162000_125163000	chr6	Gapdh_ENSMUST00000147954_125162526_tss;Gapdh_ENSMUST00000182464_125163338_up1kb
chr6_125163000_125164000	chr6	Gapdh_ENSMUST00000182464_125163338_tss;Gapdh_ENSMUST00000144205_125164915_up1kb;Gapdh_ENSMUST00000147954_125162526_down1kb
chr6_125164000_125165000	chr6	Gapdh_ENSMUST00000144205_125164915_tss;Gapdh_ENSMUST00000118875_125165772_up1kb;Gapdh_ENSMUST00000144588_125165604_up1kb;Gapdh_ENSMUST00000182052_125165602_up1kb;Gapdh_ENSMUST00000182115_125165589_up1kb;Gapdh_ENSMUST00000182277_125165602_up1kb;Gapdh_ENSMUST00000182670_125165602_up1kb;Gapdh_ENSMUST00000183272_125165575_up1kb;Gapdh_ENSMUST00000182464_125163338_down1kb
chr6_125165000_125166000	chr6	Gapdh_ENSMUST00000118875_125165772_tss;Gapdh_ENSMUST00000144588_125165604_tss;Gapdh_ENSMUST00000182052_125165602_tss;Gapdh_ENSMUST00000182115_125165589_tss;Gapdh_ENSMUST00000182277_125165602_tss;Gapdh_ENSMUST00000182670_125165602_tss;Gapdh_ENSMUST00000183272_125165575_tss;Gapdh_ENSMUST00000073605_125166466_up1kb;Gapdh_ENSMUST00000117757_125166466_up1kb;Gapdh_ENSMUST00000144205_125164915_down1kb
chr6_125166000_125167000	chr6	Gapdh_ENSMUST00000073605_125166466_tss;Gapdh_ENSMUST00000117757_125166466_tss;Gapdh_ENSMUST00000118875_125165772_down1kb;Gapdh_ENSMUST00000144588_125165604_down1kb;Gapdh_ENSMUST00000182052_125165602_down1kb;Gapdh_ENSMUST00000182115_125165589_down1kb;Gapdh_ENSMUST00000182277_125165602_down1kb;Gapdh_ENSMUST00000182670_125165602_down1kb;Gapdh_ENSMUST00000183272_125165575_down1kb
chr6_125167000_125168000	chr6	Gapdh_ENSMUST00000073605_125166466_down1kb;Gapdh_ENSMUST00000117757_125166466_down1kb
chr6_125185000_125186000	chr6	Scarna10_ENSMUST00000158992_125186682_up1kb
chr6_125186000_125187000	chr6	Scarna10_ENSMUST00000158992_125186682_tss
chr6_125187000_125188000	chr6	Scarna10_ENSMUST00000158992_125186682_down1kb
chr6_125190000_125191000	chr6	Ncapd2_ENSMUST00000043848_125191594_up1kb;Mrpl51_ENSMUST00000136804_125191800_up1kb
chr6_125191000_125192000	chr6	Ncapd2_ENSMUST00000043848_125191594_tss;Mrpl51_ENSMUST00000136804_125191800_tss;Mrpl51_ENSMUST00000032485_125192164_up1kb;Mrpl51_ENSMUST00000144380_125192216_up1kb
chr6_125192000_125193000	chr6	Mrpl51_ENSMUST00000032485_125192164_tss;Mrpl51_ENSMUST00000144380_125192216_tss;Ncapd2_ENSMUST00000043848_125191594_down1kb;Mrpl51_ENSMUST00000136804_125191800_down1kb
chr6_125193000_125194000	chr6	Mrpl51_ENSMUST00000032485_125192164_down1kb;Mrpl51_ENSMUST00000144380_125192216_down1kb
chr6_125194000_125195000	chr6	Mir3098_ENSMUST00000175416_125195791_up1kb
chr6_125195000_125196000	chr6	Mir3098_ENSMUST00000175416_125195791_tss
chr6_125196000_125197000	chr6	Mir3098_ENSMUST00000175416_125195791_down1kb
chr6_125214000_125215000	chr6	Vamp1_ENSMUST00000032487_125215550_up1kb;Vamp1_ENSMUST00000063588_125215580_up1kb;Vamp1_ENSMUST00000100942_125215580_up1kb
chr6_125215000_125216000	chr6	Vamp1_ENSMUST00000032487_125215550_tss;Vamp1_ENSMUST00000063588_125215580_tss;Vamp1_ENSMUST00000100942_125215580_tss
chr6_125216000_125217000	chr6	Vamp1_ENSMUST00000032487_125215550_down1kb;Vamp1_ENSMUST00000063588_125215580_down1kb;Vamp1_ENSMUST00000100942_125215580_down1kb
chr6_125230000_125231000	chr6	Tapbpl_ENSMUST00000043422_125231859_up1kb;Vamp1_ENSMUST00000159547_125231275_up1kb;Vamp1_ENSMUST00000160523_125231275_up1kb
chr6_125231000_125232000	chr6	Tapbpl_ENSMUST00000043422_125231859_tss;Vamp1_ENSMUST00000159547_125231275_tss;Vamp1_ENSMUST00000160523_125231275_tss
chr6_125232000_125233000	chr6	Tapbpl_ENSMUST00000043422_125231859_down1kb;Vamp1_ENSMUST00000159547_125231275_down1kb;Vamp1_ENSMUST00000160523_125231275_down1kb
chr6_125233000_125234000	chr6	Cd27_ENSMUST00000135205_125234815_up1kb;Cd27_ENSMUST00000151527_125234675_up1kb;mmu-mir-8113_ENSMUST00000184956_125234811_up1kb
chr6_125234000_125235000	chr6	Cd27_ENSMUST00000135205_125234815_tss;Cd27_ENSMUST00000151527_125234675_tss;mmu-mir-8113_ENSMUST00000184956_125234811_tss
chr6_125235000_125236000	chr6	Cd27_ENSMUST00000112281_125236993_up1kb;Cd27_ENSMUST00000112282_125236952_up1kb;Cd27_ENSMUST00000135205_125234815_down1kb;Cd27_ENSMUST00000151527_125234675_down1kb;mmu-mir-8113_ENSMUST00000184956_125234811_down1kb
chr6_125236000_125237000	chr6	Cd27_ENSMUST00000112281_125236993_tss;Cd27_ENSMUST00000112282_125236952_tss;Cd27_ENSMUST00000032486_125237009_up1kb;Cd27_ENSMUST00000152650_125237002_up1kb
chr6_125237000_125238000	chr6	Cd27_ENSMUST00000032486_125237009_tss;Cd27_ENSMUST00000152650_125237002_tss;Cd27_ENSMUST00000112281_125236993_down1kb;Cd27_ENSMUST00000112282_125236952_down1kb
chr6_125238000_125239000	chr6	Cd27_ENSMUST00000032486_125237009_down1kb;Cd27_ENSMUST00000152650_125237002_down1kb
chr6_125257000_125258000	chr6	Gm24175_ENSMUST00000158931_125258176_up1kb
chr6_125258000_125259000	chr6	Gm24175_ENSMUST00000158931_125258176_tss
chr6_125259000_125260000	chr6	Gm24175_ENSMUST00000158931_125258176_down1kb
chr6_125285000_125286000	chr6	Tuba3a_ENSMUST00000088246_125286041_up1kb
chr6_125286000_125287000	chr6	Tuba3a_ENSMUST00000088246_125286041_tss
chr6_125287000_125288000	chr6	Tuba3a_ENSMUST00000088246_125286041_down1kb
chr6_125308000_125309000	chr6	Ltbr_ENSMUST00000161891_125309564_up1kb
chr6_125309000_125310000	chr6	Ltbr_ENSMUST00000161891_125309564_tss
chr6_125310000_125311000	chr6	Ltbr_ENSMUST00000161891_125309564_down1kb
chr6_125312000_125313000	chr6	Ltbr_ENSMUST00000032489_125313884_up1kb;Ltbr_ENSMUST00000160901_125313264_up1kb
chr6_125313000_125314000	chr6	Ltbr_ENSMUST00000032489_125313884_tss;Ltbr_ENSMUST00000160901_125313264_tss
chr6_125314000_125315000	chr6	Ltbr_ENSMUST00000032489_125313884_down1kb;Ltbr_ENSMUST00000160901_125313264_down1kb
chr6_125319000_125320000	chr6	Scnn1a_ENSMUST00000176110_125320673_up1kb;Scnn1a_ENSMUST00000176655_125320658_up1kb
chr6_125320000_125321000	chr6	Scnn1a_ENSMUST00000176110_125320673_tss;Scnn1a_ENSMUST00000176655_125320658_tss;Scnn1a_ENSMUST00000081440_125321339_up1kb;Scnn1a_ENSMUST00000175966_125321278_up1kb;Scnn1a_ENSMUST00000176365_125321204_up1kb;Scnn1a_ENSMUST00000176442_125321410_up1kb;Scnn1a_ENSMUST00000177329_125321520_up1kb
chr6_125321000_125322000	chr6	Scnn1a_ENSMUST00000081440_125321339_tss;Scnn1a_ENSMUST00000175966_125321278_tss;Scnn1a_ENSMUST00000176365_125321204_tss;Scnn1a_ENSMUST00000176442_125321410_tss;Scnn1a_ENSMUST00000177329_125321520_tss;Scnn1a_ENSMUST00000176110_125320673_down1kb;Scnn1a_ENSMUST00000176655_125320658_down1kb
chr6_125322000_125323000	chr6	Scnn1a_ENSMUST00000081440_125321339_down1kb;Scnn1a_ENSMUST00000175966_125321278_down1kb;Scnn1a_ENSMUST00000176365_125321204_down1kb;Scnn1a_ENSMUST00000176442_125321410_down1kb;Scnn1a_ENSMUST00000177329_125321520_down1kb
chr6_125348000_125349000	chr6	Tnfrsf1a_ENSMUST00000032491_125349722_up1kb;Tnfrsf1a_ENSMUST00000130257_125349450_up1kb;Tnfrsf1a_ENSMUST00000131434_125349361_up1kb
chr6_125349000_125350000	chr6	Tnfrsf1a_ENSMUST00000032491_125349722_tss;Tnfrsf1a_ENSMUST00000130257_125349450_tss;Tnfrsf1a_ENSMUST00000131434_125349361_tss
chr6_125350000_125351000	chr6	Tnfrsf1a_ENSMUST00000032491_125349722_down1kb;Tnfrsf1a_ENSMUST00000130257_125349450_down1kb;Tnfrsf1a_ENSMUST00000131434_125349361_down1kb
chr6_125356000_125357000	chr6	Tnfrsf1a_ENSMUST00000125880_125357370_up1kb;Tnfrsf1a_ENSMUST00000144524_125357764_up1kb
chr6_125357000_125358000	chr6	Tnfrsf1a_ENSMUST00000125880_125357370_tss;Tnfrsf1a_ENSMUST00000144524_125357764_tss
chr6_125358000_125359000	chr6	Tnfrsf1a_ENSMUST00000125880_125357370_down1kb;Tnfrsf1a_ENSMUST00000144524_125357764_down1kb
chr6_125359000_125360000	chr6	Tnfrsf1a_ENSMUST00000134803_125360426_up1kb
chr6_125360000_125361000	chr6	Tnfrsf1a_ENSMUST00000134803_125360426_tss
chr6_125361000_125362000	chr6	Tnfrsf1a_ENSMUST00000134803_125360426_down1kb
chr6_125379000_125380000	chr6	Plekhg6_ENSMUST00000042647_125380792_up1kb
chr6_125380000_125381000	chr6	Plekhg6_ENSMUST00000042647_125380792_tss
chr6_125381000_125382000	chr6	Plekhg6_ENSMUST00000042647_125380792_down1kb
chr6_125462000_125463000	chr6	Cd9_ENSMUST00000140024_125463023_up1kb
chr6_125463000_125464000	chr6	Cd9_ENSMUST00000140024_125463023_tss
chr6_125464000_125465000	chr6	Cd9_ENSMUST00000140024_125463023_down1kb
chr6_125477000_125478000	chr6	Cd9_ENSMUST00000130132_125478301_up1kb
chr6_125478000_125479000	chr6	Cd9_ENSMUST00000130132_125478301_tss
chr6_125479000_125480000	chr6	Cd9_ENSMUST00000130132_125478301_down1kb
chr6_125493000_125494000	chr6	Cd9_ENSMUST00000032492_125494790_up1kb;Gm26728_ENSMUST00000181266_125494423_up1kb
chr6_125494000_125495000	chr6	Cd9_ENSMUST00000032492_125494790_tss;Gm26728_ENSMUST00000181266_125494423_tss
chr6_125495000_125496000	chr6	Cd9_ENSMUST00000032492_125494790_down1kb;Gm26728_ENSMUST00000181266_125494423_down1kb
chr6_12554000_12555000	chr6	Thsd7a_ENSMUST00000119443_12555112_up1kb
chr6_125545000_125546000	chr6	Vwf_ENSMUST00000100941_125546773_up1kb
chr6_125546000_125547000	chr6	Vwf_ENSMUST00000100941_125546773_tss
chr6_125547000_125548000	chr6	Vwf_ENSMUST00000100941_125546773_down1kb
chr6_12555000_12556000	chr6	Thsd7a_ENSMUST00000119443_12555112_tss
chr6_125551000_125552000	chr6	Vwf_ENSMUST00000001995_125552962_up1kb;Vwf_ENSMUST00000112253_125552962_up1kb;Vwf_ENSMUST00000112254_125552947_up1kb;Vwf_ENSMUST00000150548_125552962_up1kb
chr6_125552000_125553000	chr6	Vwf_ENSMUST00000001995_125552962_tss;Vwf_ENSMUST00000112253_125552962_tss;Vwf_ENSMUST00000112254_125552947_tss;Vwf_ENSMUST00000150548_125552962_tss
chr6_125553000_125554000	chr6	Vwf_ENSMUST00000001995_125552962_down1kb;Vwf_ENSMUST00000112253_125552962_down1kb;Vwf_ENSMUST00000112254_125552947_down1kb;Vwf_ENSMUST00000150548_125552962_down1kb
chr6_12556000_12557000	chr6	Thsd7a_ENSMUST00000119443_12555112_down1kb
chr6_125565000_125566000	chr6	Vwf_ENSMUST00000126709_125566250_up1kb
chr6_125566000_125567000	chr6	Vwf_ENSMUST00000126709_125566250_tss
chr6_125567000_125568000	chr6	Vwf_ENSMUST00000126709_125566250_down1kb
chr6_125602000_125603000	chr6	Vwf_ENSMUST00000134073_125603549_up1kb
chr6_125603000_125604000	chr6	Vwf_ENSMUST00000134073_125603549_tss
chr6_125604000_125605000	chr6	Vwf_ENSMUST00000134073_125603549_down1kb
chr6_125633000_125634000	chr6	Vwf_ENSMUST00000139678_125634347_up1kb
chr6_125634000_125635000	chr6	Vwf_ENSMUST00000139678_125634347_tss
chr6_125635000_125636000	chr6	Vwf_ENSMUST00000139678_125634347_down1kb
chr6_12564000_12565000	chr6	Gm16123_ENSMUST00000118647_12565517_up1kb
chr6_125645000_125646000	chr6	Vwf_ENSMUST00000141521_125646338_up1kb
chr6_125646000_125647000	chr6	Vwf_ENSMUST00000141521_125646338_tss
chr6_125647000_125648000	chr6	Vwf_ENSMUST00000141521_125646338_down1kb
chr6_125648000_125649000	chr6	Vwf_ENSMUST00000147101_125649268_up1kb
chr6_125649000_125650000	chr6	Vwf_ENSMUST00000147101_125649268_tss
chr6_12565000_12566000	chr6	Gm16123_ENSMUST00000118647_12565517_tss
chr6_125650000_125651000	chr6	Vwf_ENSMUST00000147101_125649268_down1kb
chr6_125653000_125654000	chr6	Vwf_ENSMUST00000129436_125654930_up1kb
chr6_125654000_125655000	chr6	Vwf_ENSMUST00000129436_125654930_tss
chr6_125655000_125656000	chr6	Vwf_ENSMUST00000129436_125654930_down1kb
chr6_12566000_12567000	chr6	Gm16123_ENSMUST00000118647_12565517_down1kb
chr6_125684000_125685000	chr6	Vwf_ENSMUST00000146264_125685736_up1kb
chr6_125685000_125686000	chr6	Vwf_ENSMUST00000146264_125685736_tss
chr6_125686000_125687000	chr6	Vwf_ENSMUST00000146264_125685736_down1kb
chr6_125689000_125690000	chr6	Ano2_ENSMUST00000159111_125690418_up1kb;Ano2_ENSMUST00000160496_125690418_up1kb
chr6_125690000_125691000	chr6	Ano2_ENSMUST00000159111_125690418_tss;Ano2_ENSMUST00000160496_125690418_tss
chr6_125691000_125692000	chr6	Ano2_ENSMUST00000159111_125690418_down1kb;Ano2_ENSMUST00000160496_125690418_down1kb
chr6_125709000_125710000	chr6	Ano2_ENSMUST00000161619_125710625_up1kb
chr6_125710000_125711000	chr6	Ano2_ENSMUST00000161619_125710625_tss;Ano2_ENSMUST00000161293_125711475_up1kb
chr6_125711000_125712000	chr6	Ano2_ENSMUST00000161293_125711475_tss;Ano2_ENSMUST00000161619_125710625_down1kb
chr6_125712000_125713000	chr6	Ano2_ENSMUST00000161293_125711475_down1kb
chr6_125738000_125739000	chr6	Gm16303_ENSMUST00000161498_125739405_up1kb
chr6_125739000_125740000	chr6	Gm16303_ENSMUST00000161498_125739405_tss
chr6_125740000_125741000	chr6	Gm16303_ENSMUST00000161498_125739405_down1kb
chr6_125814000_125815000	chr6	Ano2_ENSMUST00000159984_125815534_up1kb;Ano2_ENSMUST00000160317_125815533_up1kb
chr6_125815000_125816000	chr6	Ano2_ENSMUST00000159984_125815534_tss;Ano2_ENSMUST00000160317_125815533_tss
chr6_125816000_125817000	chr6	Ano2_ENSMUST00000159984_125815534_down1kb;Ano2_ENSMUST00000160317_125815533_down1kb
chr6_125883000_125884000	chr6	Gm24947_ENSMUST00000158334_125884414_up1kb
chr6_125884000_125885000	chr6	Gm24947_ENSMUST00000158334_125884414_tss
chr6_125885000_125886000	chr6	Gm24947_ENSMUST00000158334_125884414_down1kb
chr6_126165000_126166000	chr6	Ntf3_ENSMUST00000050484_126166743_up1kb;Ntf3_ENSMUST00000112244_126166743_up1kb
chr6_126166000_126167000	chr6	Ntf3_ENSMUST00000050484_126166743_tss;Ntf3_ENSMUST00000112244_126166743_tss
chr6_126167000_126168000	chr6	Ntf3_ENSMUST00000050484_126166743_down1kb;Ntf3_ENSMUST00000112244_126166743_down1kb
chr6_126644000_126645000	chr6	Kcna1_ENSMUST00000055168_126645800_up1kb
chr6_126645000_126646000	chr6	Kcna1_ENSMUST00000055168_126645800_tss
chr6_126646000_126647000	chr6	Kcna1_ENSMUST00000055168_126645800_down1kb
chr6_126697000_126698000	chr6	Kcna5_ENSMUST00000060972_126698191_up1kb
chr6_126698000_126699000	chr6	Kcna5_ENSMUST00000060972_126698191_tss
chr6_126699000_126700000	chr6	Kcna5_ENSMUST00000060972_126698191_down1kb
chr6_126717000_126718000	chr6	Gm26673_ENSMUST00000181126_126718683_up1kb
chr6_126718000_126719000	chr6	Gm26673_ENSMUST00000181126_126718683_tss
chr6_126719000_126720000	chr6	Gm26673_ENSMUST00000181126_126718683_down1kb
chr6_126735000_126736000	chr6	Kcna6_ENSMUST00000128137_126736810_up1kb
chr6_126736000_126737000	chr6	Kcna6_ENSMUST00000128137_126736810_tss
chr6_126737000_126738000	chr6	Kcna6_ENSMUST00000128137_126736810_down1kb
chr6_126739000_126740000	chr6	Kcna6_ENSMUST00000040751_126740661_up1kb;Kcna6_ENSMUST00000112242_126740150_up1kb
chr6_126740000_126741000	chr6	Kcna6_ENSMUST00000040751_126740661_tss;Kcna6_ENSMUST00000112242_126740150_tss
chr6_126741000_126742000	chr6	Kcna6_ENSMUST00000040751_126740661_down1kb;Kcna6_ENSMUST00000112242_126740150_down1kb
chr6_126848000_126849000	chr6	Ndufa9_ENSMUST00000088194_126849143_up1kb
chr6_126849000_126850000	chr6	Ndufa9_ENSMUST00000088194_126849143_tss
chr6_126850000_126851000	chr6	Ndufa9_ENSMUST00000088194_126849143_down1kb
chr6_126852000_126853000	chr6	Akap3_ENSMUST00000095440_126853097_up1kb
chr6_126853000_126854000	chr6	Akap3_ENSMUST00000095440_126853097_tss
chr6_126854000_126855000	chr6	Akap3_ENSMUST00000095440_126853097_down1kb
chr6_126884000_126885000	chr6	Dyrk4_ENSMUST00000171945_126885383_up1kb
chr6_126885000_126886000	chr6	Dyrk4_ENSMUST00000171945_126885383_tss
chr6_126886000_126887000	chr6	Dyrk4_ENSMUST00000171945_126885383_down1kb
chr6_126906000_126907000	chr6	Dyrk4_ENSMUST00000032495_126907510_up1kb
chr6_126907000_126908000	chr6	Dyrk4_ENSMUST00000032495_126907510_tss
chr6_126908000_126909000	chr6	Dyrk4_ENSMUST00000032495_126907510_down1kb
chr6_126920000_126921000	chr6	Dyrk4_ENSMUST00000078521_126921838_up1kb
chr6_126921000_126922000	chr6	Dyrk4_ENSMUST00000078521_126921838_tss
chr6_126922000_126923000	chr6	Dyrk4_ENSMUST00000078521_126921838_down1kb
chr6_126927000_126928000	chr6	Rad51ap1_ENSMUST00000123837_126928107_up1kb
chr6_126928000_126929000	chr6	Rad51ap1_ENSMUST00000123837_126928107_tss
chr6_126929000_126930000	chr6	Rad51ap1_ENSMUST00000123837_126928107_down1kb
chr6_126938000_126939000	chr6	D6Wsu163e_ENSMUST00000032497_126939965_up1kb;Rad51ap1_ENSMUST00000112220_126939586_up1kb;Rad51ap1_ENSMUST00000112221_126939586_up1kb;Rad51ap1_ENSMUST00000141212_126939586_up1kb;Rad51ap1_ENSMUST00000144954_126939570_up1kb
chr6_126939000_126940000	chr6	D6Wsu163e_ENSMUST00000032497_126939965_tss;Rad51ap1_ENSMUST00000112220_126939586_tss;Rad51ap1_ENSMUST00000112221_126939586_tss;Rad51ap1_ENSMUST00000141212_126939586_tss;Rad51ap1_ENSMUST00000144954_126939570_tss
chr6_126940000_126941000	chr6	D6Wsu163e_ENSMUST00000032497_126939965_down1kb;Rad51ap1_ENSMUST00000112220_126939586_down1kb;Rad51ap1_ENSMUST00000112221_126939586_down1kb;Rad51ap1_ENSMUST00000141212_126939586_down1kb;Rad51ap1_ENSMUST00000144954_126939570_down1kb
chr6_127014000_127015000	chr6	Fgf6_ENSMUST00000000187_127015541_up1kb
chr6_127015000_127016000	chr6	Fgf6_ENSMUST00000000187_127015541_tss
chr6_127016000_127017000	chr6	Fgf6_ENSMUST00000000187_127015541_down1kb
chr6_127071000_127072000	chr6	Fgf23_ENSMUST00000000186_127072901_up1kb
chr6_127072000_127073000	chr6	Fgf23_ENSMUST00000000186_127072901_tss
chr6_127073000_127074000	chr6	Fgf23_ENSMUST00000000186_127072901_down1kb
chr6_127107000_127108000	chr6	Gm26845_ENSMUST00000180653_127108388_up1kb
chr6_127108000_127109000	chr6	Gm26845_ENSMUST00000180653_127108388_tss;9630033F20Rik_ENSMUST00000039913_127109549_up1kb
chr6_127109000_127110000	chr6	9630033F20Rik_ENSMUST00000039913_127109549_tss;Gm26845_ENSMUST00000180653_127108388_down1kb
chr6_127110000_127111000	chr6	9630033F20Rik_ENSMUST00000039913_127109549_down1kb
chr6_127148000_127149000	chr6	9330179D12Rik_ENSMUST00000180569_127149625_up1kb;9330179D12Rik_ENSMUST00000180811_127149388_up1kb
chr6_127149000_127150000	chr6	9330179D12Rik_ENSMUST00000180569_127149625_tss;9330179D12Rik_ENSMUST00000180811_127149388_tss
